Transaction_ID,Sales_Agent_ID,Sales_Agent_Name,Customer_ID,Customer_Name,Product_ID,Product_Name,Date_of_Sale,Units_Sold,Unit_Price,Total_Sale_Amount,Approved_Rebate_Rate,Approved_Incentive_Rate
T202508-00680,S026,Agent 26,C0102,Customer 102,P013,Product B3,2025-08-23,21,194.87,4092.27,0.1000,0.0200
T202508-00681,S017,Agent 17,C0197,Customer 197,P011,Product B1,2025-08-13,23,176.70,4064.10,0.1000,0.0200
T202508-00682,S003,Agent 3,C0164,Customer 164,P014,Product B4,2025/08/05,20,91.13,1822.60,0.1000,0.0200
T202508-00683,S009,Agent 9,C0022,Customer 22,P008,Product A8,2025-08-30,17,114.99,1954.83,0.0500,0.0200
T202508-00684,S007,Agent 7,C0207,Customer 207,P004,Product A4,2025-08-13,11,139.22,1531.42,0.0500,0.0200
T202508-00685,S019,Agent 19,C0163,Customer 163,P020,Product B10,2025-08-22,21,183.40,3851.40,0.1000,0.0200
T202508-00686,S021,Agent 21  ,C0017,Customer 17  ,P008,Product A8,2025-08-24,14,114.99,1609.86,0.0900,0.0200
T202508-00687,S028,Agent 28,C0062,Customer 62,P002,Product A2,2025-08-30,3,77.50,232.50,0.0500,0.0200
T202508-00688,S014,Agent 14,C0030,Customer 30,P012,Product B2,2025-08-02,20,120.83,2416.60,0.1000,0.0200
T202508-00689,S010,Agent 10,C0171,Customer 171,P019,Product B9,08-06-25,24,179.53,4308.72,0.1200,0.0200
T202508-00690,S004,Agent 4,C0004,Customer 4,P018,Product B8,2025-08-01,23,125.42,2884.66,0.1000,0.0200
T202508-00691,S006,Agent 6,C0128,Customer 128,P028,Product C8,2025-08-17,17,88.32,1501.44,0.0000,0.0200
T202508-00692,S026,Agent 26,C0211,Customer 211,P019,Product B9,2025-08-12,6,179.53,1077.18,0.1000,0.0200
T202508-00693,S005,Agent 5,C0192,Customer 192,P020,Product B10,2025-08-24,9,183.40,1650.60,0.1000,0.0200
T202508-00694,S029,Agent 29,C0031,Customer 31,P020,Product B10,08-11-25,1,183.40,183.40,0.1200,0.0200
T202508-00695,S026,Agent 26,C0110,Customer 110,P007,Product A7,2025-08-09,3,37.67,113.01,0.0500,0.0200
T202508-00696,S023,Agent 23,C0148,Customer 148,P016,Product B6,2025-08-15,16,176.86,2829.76,0.1000,0.0200
T202508-00697,S017,Agent 17,C0093,Customer 93,P002,Product A2,2025-08-06,19,77.50,1472.50,0.0500,0.0200
T202508-00698,S012,Agent 12,C0041,Customer 41,P007,Product A7,2025-08-29,4,52.65,210.60,0.0500,0.0200
T202508-00699,S019,Agent 19,C0173,Customer 173,P019,Product B9,2025-08-24,8,179.53,1436.24,0.1000,0.0200
T202508-00700,S017,Agent 17,C0001,Customer 1,P002,Product A2,2025-08-08,1,77.50,77.50,0.0500,0.0200
T202508-00701,S002,Agent 2,C0121,Customer 121,P010,Product A10,2025-08-06,5,130.94,654.70,0.0500,0.0200
T202508-00702,S030,Agent 30  ,C0220, Customer 220 ,P001,Product A1,2025-08-24,23,113.94,2620.62,0.0500,0.0200
T202508-00703,S021, Agent 21 ,C0108, Customer 108 ,P006,Product A6,2025-08-14,8,71.86,574.88,0.0500,0.0200
T202508-00704,S030,Agent 30,C0185,Customer 185,P008,Product A8,2025-08-19,3,114.99,344.97,0.0500,0.0200
T202508-00705,S012,Agent 12,C0031,Customer 31,P013,Product B3,2025-08-06,2,194.87,389.74,0.1000,0.0200
T202508-00706,S008,Agent 8,C0206,Customer 206,P013,Product B3,2025-08-31,2,194.87,389.74,0.1000,0.0200
T202508-00707,S013,Agent 13,C0018,Customer 18,P024,Product C4,2025-08-25,10,39.09,390.90,0.0000,0.0200
T202508-00708,S028,Agent 28,C0080,Customer 80,P009,Product A9,2025-08-15,18,72.04,1296.72,0.0500,0.0200
T202508-00709,S001,Agent 1,C0095,Customer 95,P006,Product A6,2025-08-26,19,71.86,1365.34,0.0500,0.0200
T202508-00710,S010,Agent 10,C0190,Customer 190,P016,Product B6,2025-08-12,15,176.86,2652.90,0.1000,0.0200
T202508-00711,S019,Agent 19,C0127,Customer 127,P030,Product C10,2025-08-07,25,44.71,1117.75,0.0800,0.0200
T202508-00712,S024,Agent 24,C0140,Customer 140,P020,Product B10,2025-08-05,8,183.40,1467.20,0.1000,0.0200
T202508-00713,S001,Agent 1,C0105,Customer 105,P001,Product A1,2025-08-12,18,113.94,2050.92,0.0500,0.0200
T202508-00714,S021, Agent 21 ,C0215, Customer 215 ,P018,Product B8,31/08/2025,1,125.42,125.42,0.1000,0.0200
T202508-00715,S011,Agent 11,C0001,Customer 1,P019,Product B9,2025-08-28,13,179.53,2333.89,0.1000,0.0200
T202508-00716,S024,Agent 24,C0187,Customer 187,P008,Product A8,2025-08-17,7,114.99,804.93,0.0500,0.0200
T202508-00717,S008,Agent 8,C0108,Customer 108,P013,Product B3,2025-08-05,2,194.87,389.74,0.1000,0.0200
T202508-00718,S023,Agent 23,C0072,Customer 72,P003,Product A3,2025-08-29,8,123.65,989.20,0.0500,0.0200
T202508-00719,S028,Agent 28,C0134,Customer 134,P011,Product B1,2025-08-15,12,176.70,2120.40,0.1000,0.0200
T202508-00720,S024,Agent 24,C0022,Customer 22,P015,Product B5,2025-08-05,17,181.70,3088.90,0.1000,0.0200
T202508-00721,S021,Agent 21,C0210,Customer 210,P010,Product A10,2025-08-19,19,130.94,2487.86,0.0500,0.0200
T202508-00722,S002,Agent 2  ,C0112,Customer 112  ,P017,Product B7,08/08/2025,5,144.35,721.75,0.1000,0.0200
T202508-00723,S010,Agent 10,C0067,Customer 67,P023,Product C3,2025-08-23,13,37.18,483.34,0.0000,0.0200
T202508-00724,S027,Agent 27,C0189,Customer 189,P009,Product A9,2025-08-09,15,72.04,1080.60,0.0500,0.0200
T202508-00725,S008,Agent 8,C0020,Customer 20,P028,Product C8,2025-08-25,5,88.32,441.60,0.0000,0.0200
T202508-00726,S025,Agent 25,C0150,Customer 150,P003,Product A3,2025-08-06,4,123.65,494.60,0.0800,0.0200
T202508-00727,S015,Agent 15,C0120,Customer 120,P008,Product A8,2025-08-18,4,114.99,459.96,0.0500,0.0200
T202508-00728,S012,Agent 12  ,C0198, Customer 198 ,P006,Product A6,2025-08-15,10,64.09,640.90,0.0500,0.0200
T202508-00729,S009,Agent 9,C0219,Customer 219,P003,Product A3,26-Aug-2025,6,123.65,741.90,0.0500,0.0200
T202508-00730,S022,Agent 22,C0078,Customer 78,P022,Product C2,2025-08-20,23,38.25,879.75,0.0000,0.0200
T202508-00731,S002,Agent 2,C0056,Customer 56,P022,Product C2,2025-08-05,11,50.51,555.61,0.0000,0.0200
T202508-00732,S003, Agent 3 ,C0183, Customer 183 ,P007,Product A7,2025-08-13,12,52.65,631.80,0.0500,0.0200
T202508-00733,S017,Agent 17,C0013,Customer 13,P017,Product B7,2025-08-27,9,144.35,1299.15,0.1000,0.0200
T202508-00734,S006,Agent 6  ,C0008, Customer 8 ,P028,Product C8,2025-08-18,15,88.32,1324.80,0.0000,0.0200
T202508-00735,S024,Agent 24,C0141,Customer 141,P007,Product A7,2025-08-04,15,52.65,789.75,0.0500,0.0200
T202508-00736,S026, Agent 26 ,C0204, Customer 204 ,P004,Product A4,02/08/2025,1,139.22,139.22,0.0500,0.0200
T202508-00737,S027,Agent 27,C0200,Customer 200,P030,Product C10,2025-08-07,5,44.71,223.55,0.0800,0.0200
T202508-00738,S027,Agent 27,C0103,Customer 103,P010,Product A10,2025-08-31,21,130.94,2749.74,0.0500,0.0200
T202508-00739,S021,Agent 21,C0022,Customer 22,P015,Product B5,2025-08-30,9,153.40,1380.60,0.1000,0.0200
T202508-00740,S027,Agent 27,C0020,Customer 20,P001,Product A1,2025-08-07,3,113.94,341.82,0.0900,0.0200
T202508-00741,S029,Agent 29,C0166,Customer 166,P012,Product B2,2025-08-03,5,120.83,604.15,0.1000,0.0200
T202508-00742,S029,Agent 29,C0217,Customer 217,P022,Product C2,2025/08/04,11,50.51,555.61,0.0000,0.0200
T202508-00743,S002,Agent 2,C0119,Customer 119,P002,Product A2,2025-08-14,19,54.75,1040.25,0.0500,0.0200
T202508-00744,S027,Agent 27,C0186,Customer 186,P010,Product A10,2025-08-13,1,130.94,130.94,0.0900,0.0200
T202508-00745,S022,Agent 22,C0110,Customer 110,P005,Product A5,30-Aug-2025,7,92.19,645.33,0.0500,0.0200
T202508-00746,S006,Agent 6,C0071,Customer 71,P007,Product A7,2025-08-02,5,52.65,263.25,0.0500,0.0200
T202508-00747,S020,Agent 20,C0159,Customer 159,P016,Product B6,2025-08-10,21,176.86,3714.06,0.1000,0.0200
T202508-00748,S016,Agent 16,C0106,Customer 106,P025,Product C5,02/08/2025,16,87.21,1395.36,0.0000,0.0200
T202508-00749,S003,Agent 3,C0072,Customer 72,P010,Product A10,2025-08-07,14,130.94,1833.16,0.0700,0.0200
T202508-00750,S021,Agent 21,C0205,Customer 205,P014,Product B4,2025-08-26,21,91.13,1913.73,0.1000,0.0200
T202508-00751,S018,Agent 18,C0204,Customer 204,P001,Product A1,2025-08-26,13,113.94,1481.22,0.0500,0.0200
T202508-00752,S023,Agent 23,C0092,Customer 92,P012,Product B2,2025-08-12,16,120.83,1933.28,0.1000,0.0200
T202508-00753,S030,Agent 30,C0145,Customer 145,P013,Product B3,08-09-25,13,194.87,2533.31,0.1000,0.0200
T202508-00754,S006,Agent 6,C0007,Customer 7,P008,Product A8,01/08/2025,8,114.99,919.92,0.0500,0.0200
T202508-00755,S029,Agent 29,C0208,Customer 208,,Product B10,2025-08-26,2,183.40,366.80,0.1000,0.0200
T202508-00756,S016,Agent 16,C0136,Customer 136,P009,Product A9,2025-08-08,19,72.04,1368.76,0.0500,0.0200
T202508-00757,S006,Agent 6,C0026,Customer 26,P007,Product A7,2025-08-09,8,52.65,421.20,0.0500,0.0200
T202508-00758,S018,Agent 18,C0209,Customer 209,P020,Product B10,2025-08-02,24,183.40,4401.60,0.1000,0.0200
T202508-00759,S025,Agent 25,C0057,Customer 57,P015,Product B5,2025-08-12,13,181.70,2362.10,0.1000,0.0200
T202508-00760,S030,Agent 30,C0215,Customer 215,P030,Product C10,2025-08-06,6,44.71,268.26,0.0000,0.0200
T202508-00761,S008,Agent 8,C0152,Customer 152,P008,Product A8,2025-08-23,24,114.99,2759.76,0.0500,0.0200
T202508-00762,S012,Agent 12,,Customer 152,P001,Product A1,2025-08-12,23,113.94,2620.62,0.0500,0.0200
T202508-00763,S019,Agent 19,C0145,Customer 145,P004,Product A4,2025-08-27,7,139.22,974.54,0.0500,0.0200
T202508-00764,S026,Agent 26,C0127,Customer 127,P014,Product B4,2025-08-16,6,91.13,546.78,0.1000,0.0200
T202508-00765,S002, Agent 2 ,C0024,Customer 24  ,P002,Product A2,2025-08-08,20,77.50,1550.00,0.0500,0.0200
T202508-00766,S001,Agent 1,C0135,Customer 135,P012,Product B2,2025-08-30,11,120.83,1329.13,0.1000,0.0200
T202508-00767,S020,Agent 20,C0052,Customer 52,P021,Product C1,2025-08-23,11,93.41,1027.51,0.0000,0.0200
T202508-00768,S006,Agent 6,C0206,Customer 206,P023,Product C3,2025-08-02,11,37.18,408.98,0.0000,0.0200
T202508-00769,S001,Agent 1,C0038,Customer 38,P015,Product B5,08-25-25,5,181.70,908.50,0.1000,0.0200
T202508-00770,S004,Agent 4  ,C0217,Customer 217  ,P014,Product B4,2025/08/31,12,65.44,785.28,0.1000,0.0200
T202508-00771,S003,Agent 3,C0096,Customer 96,P018,Product B8,2025-08-13,22,125.42,2759.24,0.1000,0.0200
T202508-00772,S019,Agent 19  ,C0026, Customer 26 ,P009,Product A9,05/08/2025,11,72.04,792.44,0.0500,0.0200
T202508-00773,S006,Agent 6,C0188,Customer 188,P028,Product C8,08-31-25,21,88.32,1854.72,0.0000,0.0200
T202508-00774,S016,Agent 16,C0167,Customer 167,P008,Product A8,2025-08-31,23,114.99,2644.77,0.0500,0.0200
T202508-00775,S018, Agent 18 ,C0178,Customer 178  ,P025,Product C5,2025-08-26,20,87.21,1744.20,0.0000,0.0200
T202508-00776,S012,Agent 12,C0058,Customer 58,,Product B7,2025-08-13,6,144.35,866.10,0.1300,0.0200
T202508-00777,S010, Agent 10 ,C0188, Customer 188 ,P018,Product B8,2025-08-06,5,125.42,627.10,0.1000,0.0200
T202508-00778,S024,Agent 24,C0001,Customer 1,P028,Product C8,2025-08-13,19,88.32,1678.08,0.0000,0.0200
T202508-00779,S028,Agent 28,C0198,Customer 198,P029,Product C9,2025/08/06,2,45.40,90.80,0.0000,0.0200
T202508-00780,S020,Agent 20,C0082,Customer 82,P027,Product C7,2025-08-08,20,54.03,1080.60,0.0000,0.0200
T202508-00781,S021,Agent 21  ,C0145,Customer 145  ,P003,Product A3,2025-08-05,16,123.65,1978.40,0.0500,0.0200
T202508-00782,S011,Agent 11,C0191,Customer 191,P002,Product A2,11/08/2025,12,77.50,930.00,0.0500,0.0200
T202508-00783,S006,Agent 6,C0163,Customer 163,P025,Product C5,08-27-25,3,87.21,261.63,0.0000,0.0200
T202508-00784,S023,Agent 23,C0172,Customer 172,P016,Product B6,2025-08-15,11,176.86,1945.46,0.1000,0.0200
T202508-00785,S001,Agent 1,C0068,Customer 68,P006,Product A6,2025-08-03,23,71.86,1652.78,0.0500,0.0200
T202508-00786,S012,Agent 12  ,C0066, Customer 66 ,P020,Product B10,2025/08/01,24,183.40,4401.60,0.1000,0.0200
T202508-00787,S002,Agent 2,C0099,Customer 99,P011,Product B1,06/08/2025,14,176.70,2473.80,0.1000,0.0200
T202508-00788,S029,Agent 29,C0106,Customer 106,P013,Product B3,2025-08-12,13,194.87,2533.31,0.1000,0.0200
T202508-00789,S018,Agent 18,,Customer 97,P003,Product A3,2025-08-26,16,123.65,1978.40,0.0700,0.0200
T202508-00790,S028,Agent 28,C0148,Customer 148,P017,Product B7,2025-08-08,22,144.35,3175.70,0.1000,0.0200
T202508-00791,S006,Agent 6,C0116,Customer 116,P002,Product A2,2025-08-10,2,77.50,155.00,0.0500,0.0200
T202508-00792,S001,Agent 1,C0082,Customer 82,P007,Product A7,2025-08-03,4,52.65,210.60,0.0500,0.0200
T202508-00793,S011,Agent 11,C0044,Customer 44,P025,Product C5,2025-08-24,6,87.21,523.26,0.0000,0.0200
T202508-00794,S003,Agent 3,,Customer 141,P028,Product C8,2025-08-11,3,88.32,264.96,0.0000,0.0200
T202508-00795,S020,Agent 20,C0158,Customer 158,P025,Product C5,08-01-25,23,87.21,2005.83,0.0000,0.0200
T202508-00796,S014,Agent 14,C0168,Customer 168,P005,Product A5,2025-08-06,14,92.19,1290.66,0.0500,0.0200
T202508-00797,S002, Agent 2 ,C0026,Customer 26  ,P009,Product A9,2025-08-14,7,72.04,504.28,0.0500,0.0200
T202508-00798,S023,Agent 23,C0142,Customer 142,P019,Product B9,2025-08-18,24,179.53,4308.72,0.1000,0.0200
T202508-00799,S009,Agent 9,C0170,Customer 170,P008,Product A8,2025-08-04,8,114.99,919.92,0.0500,0.0200
T202508-00800,S002,Agent 2,C0101,Customer 101,P015,Product B5,05-Aug-2025,16,181.70,2907.20,0.1000,0.0200
T202508-00801,S002,Agent 2,,Customer 93,P001,Product A1,2025-08-10,3,113.94,341.82,0.0500,0.0200
T202508-00802,S027,Agent 27,C0170,Customer 170,P016,Product B6,07-Aug-2025,16,176.86,2829.76,0.1000,0.0200
T202508-00803,S004, Agent 4 ,C0007, Customer 7 ,P006,Product A6,2025/08/10,21,71.86,1509.06,0.0500,0.0200
T202508-00804,S003,Agent 3,C0122,Customer 122,P023,Product C3,26/08/2025,10,37.18,371.80,0.0000,0.0200
T202508-00805,S013,Agent 13,C0121,Customer 121,P013,Product B3,2025-08-09,22,194.87,4287.14,0.1000,0.0200
T202508-00806,S003, Agent 3 ,C0165,Customer 165  ,P014,Product B4,2025-08-12,6,91.13,546.78,0.1000,0.0200
T202508-00807,S029,Agent 29,C0098,Customer 98,P010,Product A10,2025/08/02,15,130.94,1964.10,0.0500,0.0200
T202508-00808,S009,Agent 9,C0113,Customer 113,P012,Product B2,2025-08-27,8,120.83,966.64,0.1000,0.0200
T202508-00809,S009,Agent 9,C0145,Customer 145,P002,Product A2,2025-08-23,25,77.50,1937.50,0.0500,0.0200
T202508-00810,S022,Agent 22,C0025,Customer 25,P003,Product A3,08-26-25,12,123.65,1483.80,0.0500,0.0200
T202508-00811,S018, Agent 18 ,C0106, Customer 106 ,P029,Product C9,2025-08-08,19,45.40,862.60,0.0000,0.0200
T202508-00812,S018,Agent 18,C0016,Customer 16,P023,Product C3,2025-08-14,17,37.18,632.06,0.0000,0.0200
T202508-00813,S018,Agent 18,C0176,Customer 176,P024,Product C4,19/08/2025,16,39.09,625.44,0.0000,0.0200
T202508-00814,S029,Agent 29,C0061,Customer 61,P012,Product B2,2025-08-13,3,120.83,362.49,0.1000,0.0200
T202508-00815,S029,Agent 29,C0219,Customer 219,P018,Product B8,2025-08-19,17,125.42,2132.14,0.1000,0.0200
T202508-00816,S029,Agent 29  ,C0133, Customer 133 ,P021,Product C1,2025-08-20,22,93.41,2055.02,0.0000,0.0200
T202508-00817,S005,Agent 5,C0031,Customer 31,P028,Product C8,2025-08-06,15,88.32,1324.80,0.0000,0.0200
T202508-00818,S006,Agent 6,C0055,Customer 55,P021,Product C1,2025-08-02,5,93.41,467.05,0.0000,0.0200
T202508-00819,S014,Agent 14,C0021,Customer 21,P030,Product C10,2025-08-07,14,44.71,625.94,0.0000,0.0200
T202508-00820,S027,Agent 27,C0161,Customer 161,P004,Product A4,09/08/2025,20,139.22,2784.40,0.0500,0.0200
T202508-00821,S011, Agent 11 ,C0187, Customer 187 ,,Product C6,2025-08-03,3,63.32,189.96,0.0000,0.0200
T202508-00822,S013,Agent 13,C0143,Customer 143,P010,Product A10,2025-08-28,11,130.94,1440.34,0.0500,0.0200
T202508-00823,S009,Agent 9,C0134,Customer 134,P012,Product B2,2025-08-26,1,120.83,120.83,0.1000,0.0200
T202508-00824,S023,Agent 23,C0160,Customer 160,P015,Product B5,2025-08-04,14,181.70,2543.80,0.1000,0.0200
T202508-00825,S014,Agent 14,C0039,Customer 39,,Product A4,2025-08-19,19,139.22,2645.18,0.0500,0.0200
T202508-00826,S025,Agent 25,C0026,Customer 26,P027,Product C7,2025-08-25,19,54.03,1026.57,0.0000,0.0200
T202508-00827,S004,Agent 4,C0202,Customer 202,P008,Product A8,2025-08-29,18,114.99,2069.82,0.0500,0.0200
T202508-00828,S012,Agent 12,C0106,Customer 106,P007,Product A7,16/08/2025,21,52.65,1105.65,0.0500,0.0200
T202508-00829,S019,Agent 19,C0156,Customer 156,P012,Product B2,2025-08-09,6,108.60,651.60,0.1000,0.0200
T202508-00830,S013,Agent 13,C0037,Customer 37,P016,Product B6,2025-08-23,22,176.86,3890.92,0.1300,0.0200
T202508-00831,S013,Agent 13,C0010,Customer 10,P010,Product A10,2025-08-23,11,130.94,1440.34,0.0500,0.0200
T202508-00832,S008, Agent 8 ,C0013, Customer 13 ,P019,Product B9,2025-08-29,9,179.53,1615.77,0.1000,0.0200
T202508-00833,S012,Agent 12,C0006,Customer 6,P009,Product A9,2025-08-10,10,72.04,720.40,0.0500,0.0200
T202508-00834,S009,Agent 9,C0216,Customer 216,P013,Product B3,2025-08-22,23,194.87,4482.01,0.1200,0.0200
T202508-00835,S004,Agent 4,C0059,Customer 59,P004,Product A4,2025-08-15,24,139.22,3341.28,0.0500,0.0200
T202508-00836,S025,Agent 25,C0212,Customer 212,P009,Product A9,2025-08-14,24,72.04,1728.96,0.0500,0.0200
T202508-00837,S020,Agent 20  ,C0166,Customer 166  ,P003,Product A3,2025-08-07,15,123.65,1854.75,0.0500,0.0200
T202508-00838,S030,Agent 30,C0211,Customer 211,P011,Product B1,2025-08-25,16,176.70,2827.20,0.1000,0.0200
T202508-00839,S017,Agent 17,C0096,Customer 96,P022,Product C2,2025-08-26,17,50.51,858.67,0.0000,0.0200
T202508-00840,S006,Agent 6,C0017,Customer 17,P008,Product A8,2025-08-13,17,114.99,1954.83,0.0500,0.0200
T202508-00841,S005,Agent 5,C0200,Customer 200,,Product C3,2025-08-01,19,37.18,706.42,0.0000,0.0200
T202508-00842,S006,Agent 6,C0050,Customer 50,P024,Product C4,2025-08-27,7,39.09,273.63,0.0000,0.0200
T202508-00843,S002,Agent 2,C0064,Customer 64,P001,Product A1,2025-08-30,2,113.94,227.88,0.0700,0.0200
T202508-00844,S012,Agent 12  ,C0181,Customer 181  ,P005,Product A5,2025-08-27,12,92.19,1106.28,0.0500,0.0200
T202508-00845,S015,Agent 15,C0130,Customer 130,P010,Product A10,2025-08-22,4,130.94,523.76,0.0500,0.0200
T202508-00846,S001,Agent 1,C0062,Customer 62,P010,Product A10,2025-08-15,20,130.94,2618.80,0.0500,0.0200
T202508-00847,S006,Agent 6,C0122,Customer 122,P015,Product B5,2025-08-12,12,181.70,2180.40,0.1000,0.0200
T202508-00848,S006,Agent 6,C0215,Customer 215,P025,Product C5,2025-08-27,24,87.21,2093.04,0.0000,0.0200
T202508-00849,S023, Agent 23 ,C0024,Customer 24  ,P008,Product A8,2025-08-02,13,114.99,1494.87,0.0500,0.0200
T202508-00850,S006,Agent 6,C0219,Customer 219,P015,Product B5,2025-08-28,7,181.70,1271.90,0.1000,0.0200
T202508-00851,S008,Agent 8,C0166,Customer 166,P006,Product A6,2025-08-09,7,71.86,503.02,0.0500,0.0200
T202508-00852,S021,Agent 21,C0105,Customer 105,P013,Product B3,2025-08-31,25,194.87,4871.75,0.1000,0.0200
T202508-00853,S025,Agent 25,C0175,Customer 175,P001,Product A1,2025-08-21,5,113.94,569.70,0.0500,0.0200
T202508-00854,S006,Agent 6,C0154,Customer 154,P021,Product C1,2025-08-09,8,93.41,747.28,0.0000,0.0200
T202508-00855,S020,Agent 20,C0207,Customer 207,P028,Product C8,2025-08-31,23,88.32,2031.36,0.0000,0.0200
T202508-00856,S023,Agent 23,C0165,Customer 165,P007,Product A7,2025-08-28,13,52.65,684.45,0.0500,0.0200
T202508-00857,S012,Agent 12,C0118,Customer 118,P007,Product A7,2025-08-10,15,52.65,789.75,0.0500,0.0200
T202508-00858,S022, Agent 22 ,C0134, Customer 134 ,P022,Product C2,2025-08-19,13,50.51,656.63,0.0000,0.0200
T202508-00859,S004,Agent 4  ,C0002, Customer 2 ,P013,Product B3,2025-08-31,22,194.87,4287.14,0.1000,0.0200
T202508-00860,S027,Agent 27  ,C0215,Customer 215  ,P010,Product A10,2025-08-20,21,130.94,2749.74,0.0500,0.0200
T202508-00861,S020,Agent 20,C0073,Customer 73,P008,Product A8,2025-08-16,4,114.99,459.96,0.0500,0.0200
T202508-00862,S003,Agent 3  ,C0087,Customer 87  ,P030,Product C10,2025-08-11,21,44.71,938.91,0.0000,0.0200
T202508-00863,S028,Agent 28,C0071,Customer 71,P007,Product A7,2025-08-31,23,52.65,1210.95,0.0900,0.0200
T202508-00864,S029,Agent 29,C0167,Customer 167,P008,Product A8,2025-08-17,5,114.99,574.95,0.0800,0.0200
T202508-00865,S025,Agent 25,C0062,Customer 62,P025,Product C5,13/08/2025,20,87.21,1744.20,0.0000,0.0200
T202508-00866,S022,Agent 22,C0082,Customer 82,P018,Product B8,2025-08-01,24,125.42,3010.08,0.1000,0.0200
T202508-00867,S021,Agent 21,C0128,Customer 128,P030,Product C10,2025-08-30,9,44.71,402.39,0.0000,0.0200
T202508-00868,S014,Agent 14,C0104,Customer 104,P010,Product A10,2025/08/19,2,130.94,261.88,0.0500,0.0200
T202508-00869,S023,Agent 23,C0147,Customer 147,P021,Product C1,2025-08-24,11,93.41,1027.51,0.0000,0.0200
T202508-00870,S023,Agent 23,C0057,Customer 57,P018,Product B8,2025-08-26,21,125.42,2633.82,0.1000,0.0200
T202508-00871,S016,Agent 16,C0172,Customer 172,P009,Product A9,2025-08-28,10,72.04,720.40,0.0500,0.0200
T202508-00872,S006,Agent 6,C0216,Customer 216,P017,Product B7,2025/08/06,18,144.35,2598.30,0.1200,0.0200
T202508-00873,S010,Agent 10,C0025,Customer 25,P012,Product B2,2025-08-09,24,120.83,2899.92,0.1000,0.0200
T202508-00874,S024,Agent 24,C0207,Customer 207,,Product B4,2025-08-31,6,91.13,546.78,0.1000,0.0200
T202508-00875,S022,Agent 22,C0086,Customer 86,P017,Product B7,12/08/2025,8,144.35,1154.80,0.1000,0.0200
T202508-00876,S008,Agent 8,C0191,Customer 191,P024,Product C4,2025-08-26,14,39.09,547.26,0.0000,0.0200
T202508-00877,S029,Agent 29,C0085,Customer 85,P010,Product A10,2025-08-10,19,130.94,2487.86,0.0500,0.0200
T202508-00878,S015,Agent 15,C0218,Customer 218,P003,Product A3,2025-08-28,2,123.65,247.30,0.0500,0.0200
T202508-00879,S021,Agent 21,C0150,Customer 150,P015,Product B5,2025-08-03,20,181.70,3634.00,0.1000,0.0200
T202508-00880,S016,Agent 16,C0050,Customer 50,P013,Product B3,2025-08-13,22,194.87,4287.14,0.1000,0.0200
T202508-00881,S017,Agent 17,C0077,Customer 77,P011,Product B1,2025-08-05,5,176.70,883.50,0.1000,0.0200
T202508-00882,S007,Agent 7,C0088,Customer 88,P011,Product B1,2025-08-29,19,176.70,3357.30,0.1000,0.0200
T202508-00883,S030,Agent 30,C0118,Customer 118,P004,Product A4,2025-08-06,23,139.22,3202.06,0.0500,0.0200
